Mito,Mito-IMS,Mito-Matrix,Mito-MIM,Mito-MOM,OXPHOS,mtComplexI,PlasmaMembrane,Golgi,Lysosome,LysoTMs,ER,Endosome,EndoType,Cytoplasm,Nucleus,Autophagy,Autophagy_det,SynGO,Endo_iN_curated_Hundley,SynapseSVs,Presynaptic,Postsynaptic,EndoDetailed,EndoDetailLoac,NeuroDev,EndoLyso,EarlyEndosome,RecyclingEndosome,SVfusion,Svendocytosis,Svexocytosis
LIAS,,GLUD2,,,,,ERVFRD-1,,,,,,,,ALX1,,,EPHA4,,EIF4E,,,,,,,,,,,
LIG3,,ANGEL2,,,,,ERVK13-1,,,,,,,,CBX1,,,EPHA7,,EIF4EBP1,,,,,,,,,,,
LIPT1,,CDK5RAP1,,,,,ERVK-18,,,,,,,,ASCL2,,,EPHB1,,EIF4EBP2,,,,,,,,,,,
LIPT2,,PAICS,,,,,ERVK-19,,,,,,,,PHIP,,,EPHB2,,EIF4G1,,,,,,,,,,,
LONP1,,HDHD3,,,,,ERVK-21,,,,,,,,PTPN14,,,EPN1,,EIF4G3,,,,,,,,,,,
LRPPRC,,RCC1L,,,,,ERVK-24,,,,,,,,TWIST1,,,EPN2,,EIF5,,,,,,,,,,,
LYPLA1,,FAM185A,,,,,ERVK-25,,,,,,,,RPS27L,,,EPS15,,EIF5A,,,,,,,,,,,
LYPLAL1,,POLG2,,,,,ERVK-6,,,,,,,,TRIP6,,,EPS15L1,,EIF5B,,,,,,,,,,,
LYRM1,,THEM5,,,,,ERVK-8,,,,,,,,TRIP4,,,EPS8,,EIF6,,,,,,,,,,,
LYRM2,,MTERF1,,,,,ERVK-9,,,,,,,,CYGB,,,ERBB2,,ELAVL1,,,,,,,,,,,
LYRM4,,MYG1,,,,,ERVPABLB-1,,,,,,,,ZNHIT3,,,ERBB4,,ELAVL2,,,,,,,,,,,
LYRM7,,SPATA20,,,,,ERVS71-1,,,,,,,,MED1,,,ERBIN,,ELAVL4,,,,,,,,,,,
LYRM9,,OXCT2,,,,,ERVW-1,,,,,,,,H2AZ2,,,ERC1,,ELFN1,,,,,,,,,,,
MACROD1,,ACSM2B,,,,,ESAM,,,,,,,,LMO7,,,ERC2,,ELFN2,,,,,,,,,,,
MAIP1,,MGME1,,,,,ESYT2,,,,,,,,TRUB1,,,EVI5,,ELMO1,,,,,,,,,,,
MALSU1,,APEX1,,,,,EZR,,,,,,,,H2AC4,,,EVI5L,,ELMOD1,,,,,,,,,,,
MAOA,,DUS2,,,,,F11R,,,,,,,,GLMP,,,EXOC2,,ENAH,,,,,,,,,,,
MAOB,,PRORP,,,,,F2R,,,,,,,,PTK2,,,EXOC3,,EPB41L1,,,,,,,,,,,
MARCHF5,,EXD2,,,,,F2RL1,,,,,,,,DEPDC1,,,EXOC4,,EPB41L3,,,,,,,,,,,
MARS2,,THG1L,,,,,F2RL2,,,,,,,,DCAF8,,,EXOC7,,EPHA3,,,,,,,,,,,
MAVS,,PREPL,,,,,F2RL3,,,,,,,,DDX3X,,,EZR,,EPHA4,,,,,,,,,,,
MCAT,,FASTKD3,,,,,F3,,,,,,,,CACNA1A,,,FAAH,,EPHA7,,,,,,,,,,,
MCCC1,,SETD9,,,,,FAIM2,,,,,,,,UBLCP1,,,FABP5,,EPHB2,,,,,,,,,,,
MCCC2,,CSKMT,,,,,FAM129A,,,,,,,,TXNL4A,,,FAM107A,,EPS15,,,,,,,,,,,
MCCD1,,RPIA,,,,,FAM171A1,,,,,,,,H2BC13,,,FAM171B,,ERBB4,,,,,,,,,,,
MCEE,,DNA2,,,,,FAM177A1,,,,,,,,H2AC14,,,FAM81A,,ERBIN,,,,,,,,,,,
MCL1,,ALKBH1,,,,,FAM234A,,,,,,,,H2BC15,,,FARP1,,EXOC2,,,,,,,,,,,
MCRIP2,,STYXL1,,,,,FAM49B,,,,,,,,PRMT1,,,FBXL20,,EXOC7,,,,,,,,,,,
MCU,,NSUN2,,,,,FARP1,,,,,,,,SPRYD4,,,FBXO2,,FAAH,,,,,,,,,,,
MCUB,,NSUN3,,,,,FARP2,,,,,,,,TRAPPC12,,,FBXO45,,FAM107A,,,,,,,,,,,
MCUR1,,PABPC5,,,,,FAS,,,,,,,,MYD88,,,FCHO1,,FAM171B,,,,,,,,,,,
MDH2,,PRIMPOL,,,,,FBXO45,,,,,,,,CPNE1,,,FCHO2,,FARP1,,,,,,,,,,,
ME2,,TRMT61B,,,,,FCAMR,,,,,,,,CIB1,,,FEZ1,,FBXO2,,,,,,,,,,,
ME3,,ETFBKMT,,,,,FCER1A,,,,,,,,HDAC7,,,FGA,,FGA,,,,,,,,,,,
MECR,,C2orf69,,,,,FCER1G,,,,,,,,NR6A1,,,FGB,,FGB,,,,,,,,,,,
METAP1D,,POLB,,,,,FCGR1A,,,,,,,,TGFBR1,,,FGF22,,FGF22,,,,,,,,,,,
METTL15,,METTL4,,,,,FCGR1B,,,,,,,,MXD1,,,FGF7,,FGF7,,,,,,,,,,,
METTL17,,HTD2,,,,,FCGR2A,,,,,,,,PPP1CC,,,FGFR1,,FGFR1,,,,,,,,,,,
METTL4,,,,,,,FCGR2B,,,,,,,,HNRNPA3,,,FGG,,FGG,,,,,,,,,,,
METTL5,,,,,,,FCHO2,,,,,,,,GCFC2,,,FILIP1,,FILIP1,,,,,,,,,,,
METTL8,,,,,,,FCRL1,,,,,,,,FOXE1,,,FKBP1A,,FKBP1A,,,,,,,,,,,
MFF,,,,,,,FCRL2,,,,,,,,RDH10,,,FLNA,,FLNA,,,,,,,,,,,
MFN1,,,,,,,FCRL3,,,,,,,,KAT5,,,FLOT1,,FLOT1,,,,,,,,,,,
MFN2,,,,,,,FCRL4,,,,,,,,ASPM,,,FLOT2,,FLOT2,,,,,,,,,,,
MGARP,,,,,,,FCRL5,,,,,,,,ZNF425,,,FLRT2,,FLRT2,,,,,,,,,,,
MGME1,,,,,,,FCRL6,,,,,,,,CLP1,,,FLRT3,,FLRT3,,,,,,,,,,,
MGST1,,,,,,,FER1L5,,,,,,,,IRF7,,,FMNL2,,FMNL2,,,,,,,,,,,
MGST3,,,,,,,FFAR1,,,,,,,,CDC7,,,FMR1,,FMR1,,,,,,,,,,,
MICOS10,,,,,,,FFAR2,,,,,,,,ZNF432,,,FRMPD4,,FUBP1,,,,,,,,,,,
MICOS13,,,,,,,FFAR3,,,,,,,,WWP2,,,FRRS1L,,FXR1,,,,,,,,,,,
MICU1,,,,,,,FFAR4,,,,,,,,PITX2,,,FUBP1,,FXR2,,,,,,,,,,,
MICU2,,,,,,,FIBP,,,,,,,,PHF14,,,FUS,,FZD1,,,,,,,,,,,
MICU3,,,,,,,FLVCR1,,,,,,,,MYOCD,,,FXR1,,FZD4,,,,,,,,,,,
MIEF1,,,,,,,FLVCR2,,,,,,,,UFL1,,,FXR2,,FZD5,,,,,,,,,,,
MIEF2,,,,,,,FMNL1,,,,,,,,FOXJ1,,,FXYD6,,FZD9,,,,,,,,,,,
MIGA1,,,,,,,FOLR1,,,,,,,,SUPT7L,,,FYN,,GABRA3,,,,,,,,,,,
MIGA2,,,,,,,FPR1,,,,,,,,SUMO1,,,FZD1,,GAD1,,,,,,,,,,,
MIPEP,,,,,,,FPR2,,,,,,,,SMARCC1,,,FZD3,,GAD2,,,,,,,,,,,
MLYCD,,,,,,,FPR3,,,,,,,,GPKOW,,,FZD4,,GAP43,,,,,,,,,,,
MMAA,,,,,,,FRAS1,,,,,,,,FGF13,,,FZD5,,GDA,,,,,,,,,,,
MMAB,,,,,,,FREM2,,,,,,,,SLC5A5,,,FZD8,,GDI2,,,,,,,,,,,
MMADHC,,,,,,,FRMD8,,,,,,,,PELP1,,,FZD9,,GHRL,,,,,,,,,,,
MMUT,,,,,,,FRRS1L,,,,,,,,MAML2,,,GABARAP,,GHSR,,,,,,,,,,,
MOCS1,,,,,,,FSHR,,,,,,,,GATA6,,,GABBR1,,GIPC1,,,,,,,,,,,
MPC1,,,,,,,FXYD1,,,,,,,,COPS5,,,GABBR2,,GNA11,,,,,,,,,,,
MPC1L,,,,,,,FXYD3,,,,,,,,DLGAP5,,,GABRA1,,GNA13,,,,,,,,,,,
MPC2,,,,,,,FYN,,,,,,,,SF3B3,,,GABRA2,,GNAI1,,,,,,,,,,,
MPST,,,,,,,FZD1,,,,,,,,DHCR24,,,GABRA3,,GNAI2,,,,,,,,,,,
MPV17,,,,,,,FZD10,,,,,,,,PHB2,,,GABRA4,,GNAL;GNAS,,,,,,,,,,,
MPV17L,,,,,,,FZD2,,,,,,,,TPPP,,,GABRA5,,GNAQ,,,,,,,,,,,
MPV17L2,,,,,,,FZD3,,,,,,,,HMGB2,,,GABRA6,,GNAZ,,,,,,,,,,,
MRM1,,,,,,,FZD4,,,,,,,,ACTL6B,,,GABRB1,,GNB1,,,,,,,,,,,
MRM2,,,,,,,FZD6,,,,,,,,PYROXD1,,,GABRB2,,GNB4,,,,,,,,,,,
MRM3,,,,,,,FZD9,,,,,,,,PCBP2,,,GABRB3,,GNB5,,,,,,,,,,,
MRPL1,,,,,,,GABBR2,,,,,,,,RPS6KA2,,,GABRD,,GNG12,,,,,,,,,,,
MRPL10,,,,,,,GABRA3,,,,,,,,ANKRD1,,,GABRE,,GNG13,,,,,,,,,,,
MRPL11,,,,,,,GABRA4,,,,,,,,KMT2E,,,GABRG2,,GNG2,,,,,,,,,,,
MRPL12,,,,,,,GABRA5,,,,,,,,POU4F3,,,GABRG3,,GNG3,,,,,,,,,,,
MRPL13,,,,,,,GABRA6,,,,,,,,RTKN2,,,GABRR1,,GNG4,,,,,,,,,,,
MRPL14,,,,,,,GABRB1,,,,,,,,ERBB4,,,GABRR2,,GPC1,,,,,,,,,,,
MRPL15,,,,,,,GABRD,,,,,,,,CEMP1,,,GABRR3,,GPC4,,,,,,,,,,,
MRPL16,,,,,,,GABRE,,,,,,,,RFXAP,,,GAD1,,GPC6,,,,,,,,,,,
MRPL17,,,,,,,GABRG1,,,,,,,,DFFA,,,GAD2,,GPM6A,,,,,,,,,,,
MRPL18,,,,,,,GABRG3,,,,,,,,DND1,,,GAP43,,GRB2,,,,,,,,,,,
MRPL19,,,,,,,GABRP,,,,,,,,RNF168,,,GAPDH,,GRID1,,,,,,,,,,,
MRPL2,,,,,,,GABRQ,,,,,,,,SRY,,,GDA,,GRID2,,,,,,,,,,,
MRPL20,,,,,,,GABRR1,,,,,,,,MEN1,,,GDI1,,GRIP1,,,,,,,,,,,
MRPL21,,,,,,,GABRR2,,,,,,,,FLNA,,,GDI2,,GRIPAP1,,,,,,,,,,,
MRPL22,,,,,,,GABRR3,,,,,,,,PSMB6,,,GHRL,,GRK2,,,,,,,,,,,
MRPL23,,,,,,,GALR1,,,,,,,,CMTR2,,,GHSR,,GRK3,,,,,,,,,,,
MRPL24,,,,,,,GALR2,,,,,,,,SERBP1,,,GIPC1,,GRN,,,,,,,,,,,
MRPL27,,,,,,,GALR3,,,,,,,,RNF7,,,GIT1,,HABP4,,,,,,,,,,,
MRPL28,,,,,,,GAPT,,,,,,,,WBP4,,,GIT2,,HAPLN1,,,,,,,,,,,
MRPL3,,,,,,,GAS1,,,,,,,,SSX1,,,GLRA1,,HIP1,,,,,,,,,,,
MRPL30,,,,,,,GCGR,,,,,,,,SSX2,,,GLRA2,,HIP1R,,,,,,,,,,,
MRPL32,,,,,,,GFRA2,,,,,,,,HSFX1,,,GLRA3,,HNRNPA0,,,,,,,,,,,
MRPL33,,,,,,,GFRA3,,,,,,,,MBD2,,,GLRA4,,HNRNPA1,,,,,,,,,,,
MRPL34,,,,,,,GFRAL,,,,,,,,CSNK2B,,,GLRB,,HNRNPA3,,,,,,,,,,,
MRPL35,,,,,,,GGT1,,,,,,,,SCAF4,,,GNA11,,HNRNPAB,,,,,,,,,,,
MRPL36,,,,,,,GHRHR,,,,,,,,ARL4A,,,GNA13,,HNRNPD,,,,,,,,,,,
MRPL37,,,,,,,GHSR,,,,,,,,ANKRD11,,,GNAI1,,HNRNPDL,,,,,,,,,,,
MRPL38,,,,,,,GIPC1,,,,,,,,PPT1,,,GNAI2,,HNRNPF,,,,,,,,,,,
MRPL39,,,,,,,GIPR,,,,,,,,ZNF639,,,GNAL,,HNRNPK,,,,,,,,,,,
MRPL4,,,,,,,GJA10,,,,,,,,THOC1,,,GNAO1,,HNRNPL,,,,,,,,,,,
MRPL40,,,,,,,GJA3,,,,,,,,ABL1,,,GNAQ,,HNRNPLL,,,,,,,,,,,
MRPL41,,,,,,,GJA4,,,,,,,,GCAT,,,GNAS,,HNRNPM,,,,,,,,,,,
MRPL42,,,,,,,GJA5,,,,,,,,CDC25C,,,GNAZ,,HNRNPUL1,,,,,,,,,,,
MRPL43,,,,,,,GJA8,,,,,,,,PRPF38A,,,GNB1,,HNRNPUL2,,,,,,,,,,,
MRPL44,,,,,,,GJA9,,,,,,,,XRCC5,,,GNB2,,HOMER1,,,,,,,,,,,
MRPL45,,,,,,,GJB1,,,,,,,,S100A1,,,GNB4,,HPCA,,,,,,,,,,,
MRPL46,,,,,,,GJB2,,,,,,,,SFPQ,,,GNB5,,HTR4,,,,,,,,,,,
MRPL47,,,,,,,GJB3,,,,,,,,IWS1,,,GNG12,,HTT,,,,,,,,,,,
MRPL48,,,,,,,GJB4,,,,,,,,SIN3A,,,GNG13,,ICAM5,,,,,,,,,,,
MRPL49,,,,,,,GJB5,,,,,,,,SETDB2,,,GNG2,,IGSF11,,,,,,,,,,,
MRPL50,,,,,,,GJB6,,,,,,,,ZGPAT,,,GNG3,,IGSF9,,,,,,,,,,,
MRPL51,,,,,,,GJB7,,,,,,,,INTS14,,,GNG4,,IGSF9B,,,,,,,,,,,
MRPL52,,,,,,,GJC1,,,,,,,,ELP6,,,GNG7,,IL1RAP,,,,,,,,,,,
MRPL53,,,,,,,GJC2,,,,,,,,PABPC4,,,GPC1,,IL1RAPL1,,,,,,,,,,,
MRPL54,,,,,,,GJC3,,,,,,,,MT1X,,,GPC4,,IL1RAPL2,,,,,,,,,,,
MRPL55,,,,,,,GJD2,,,,,,,,MTA1,,,GPC6,,INA,,,,,,,,,,,
MRPL57,,,,,,,GJD3,,,,,,,,PPP2R5C,,,GPER1,,IQGAP1,,,,,,,,,,,
MRPL58,,,,,,,GJD4,,,,,,,,CTBP1,,,GPHN,,IQSEC3,,,,,,,,,,,
MRPL9,,,,,,,GJE1,,,,,,,,NKX2-1,,,GPM6A,,ITGA2,,,,,,,,,,,
MRPS10,,,,,,,GK5,,,,,,,,GATA4,,,GPR151,,ITGA3,,,,,,,,,,,
MRPS11,,,,,,,GLP1R,,,,,,,,SMU1,,,GPR158,,ITGB1,,,,,,,,,,,
MRPS12,,,,,,,GLP2R,,,,,,,,FMN2,,,GPSM2,,JAK2,,,,,,,,,,,
MRPS14,,,,,,,GLRA1,,,,,,,,IFI35,,,GRB2,,KALRN,,,,,,,,,,,
MRPS15,,,,,,,GLRA2,,,,,,,,DGCR8,,,GRIA1,,KCNJ6,,,,,,,,,,,
MRPS16,,,,,,,GLRA3,,,,,,,,AHCTF1,,,GRIA2,,KCTD8,,,,,,,,,,,
MRPS17,,,,,,,GML,,,,,,,,USF2,,,GRIA3,,KIDINS220,,,,,,,,,,,
MRPS18A,,,,,,,GNA11,,,,,,,,ADIRF,,,GRIA4,,KIF17,,,,,,,,,,,
MRPS18B,,,,,,,GNA13,,,,,,,,CCDC85B,,,GRID1,,KIF1B,,,,,,,,,,,
MRPS18C,,,,,,,GNAI1,,,,,,,,LOXL3,,,GRID2,,KIF21A,,,,,,,,,,,
MRPS2,,,,,,,GNAI2,,,,,,,,ARNT2,,,GRID2IP,,KIF2C,,,,,,,,,,,
MRPS21,,,,,,,GNAI3,,,,,,,,UBE2V2,,,GRIK1,,KIF3A,,,,,,,,,,,
MRPS22,,,,,,,GNAO1,,,,,,,,ING5,,,GRIK2,,KIF3B,,,,,,,,,,,
MRPS23,,,,,,,GNAS,,,,,,,,DNA2,,,GRIK3,,KIF5B,,,,,,,,,,,
MRPS24,,,,,,,GNB1,,,,,,,,SMARCA2,,,GRIK4,,KIFAP3,,,,,,,,,,,
MRPS25,,,,,,,GNB2,,,,,,,,PLK1,,,GRIK5,,KLHL17,,,,,,,,,,,
MRPS26,,,,,,,GNB4,,,,,,,,AK9,,,GRIN1,,KPNA1,,,,,,,,,,,
MRPS27,,,,,,,GNG12,,,,,,,,KAT6B,,,GRIN2A,,KPNA2,,,,,,,,,,,
MRPS28,,,,,,,GNG14,,,,,,,,CTNNBL1,,,GRIN2B,,L1CAM,,,,,,,,,,,
MRPS30,,,,,,,GNG5,,,,,,,,BMAL2,,,GRIN2C,,LAMA5,,,,,,,,,,,
MRPS31,,,,,,,GNRHR,,,,,,,,ACACB,,,GRIN2D,,LAMB2,,,,,,,,,,,
MRPS33,,,,,,,GNRHR2,,,,,,,,EZHIP,,,GRIN3A,,LASP1,,,,,,,,,,,
MRPS34,,,,,,,GP6,,,,,,,,E2F3,,,GRIN3B,,LATS1,,,,,,,,,,,
MRPS35,,,,,,,GPBAR1,,,,,,,,NFIB,,,GRIP1,,LIMK1,,,,,,,,,,,
MRPS36,,,,,,,GPC1,,,,,,,,ZBTB16,,,GRIP2,,LIN7A,,,,,,,,,,,
MRPS5,,,,,,,GPC3,,,,,,,,DNAJC9,,,GRIPAP1,,LIN7C,,,,,,,,,,,
MRPS6,,,,,,,GPIHBP1,,,,,,,,ESRP1,,,GRK2,,LINGO1,,,,,,,,,,,
MRPS7,,,,,,,GPM6A,,,,,,,,PIBF1,,,GRK3,,LNX1,,,,,,,,,,,
MRPS9,,,,,,,GPM6B,,,,,,,,DNAAF4,,,GRM1,,LRFN2,,,,,,,,,,,
MRRF,,,,,,,GPR1,,,,,,,,ZNF675,,,GRM2,,LRFN3,,,,,,,,,,,
MRS2,,,,,,,GPR101,,,,,,,,MIPOL1,,,GRM3,,LRFN4,,,,,,,,,,,
MSRA,,,,,,,GPR107,,,,,,,,MAPK15,,,GRM4,,LRFN5,,,,,,,,,,,
MSRB2,,,,,,,GPR119,,,,,,,,BRD3,,,GRM5,,LRP4,,,,,,,,,,,
MSRB3,,,,,,,GPR12,,,,,,,,BRCC3,,,GRM7,,LRRC4,,,,,,,,,,,
MT-ATP6,,,,,,,GPR132,,,,,,,,SETDB1,,,GRM8,,LRRC4B,,,,,,,,,,,
MT-ATP8,,,,,,,GPR139,,,,,,,,KARS1,,,GRN,,LRRC4C,,,,,,,,,,,
MT-CO1,,,,,,,GPR141,,,,,,,,DAZAP2,,,GRP,,LRRTM1,,,,,,,,,,,
MT-CO2,,,,,,,GPR142,,,,,,,,FBXO25,,,GSG1L,,LRRTM3,,,,,,,,,,,
MT-CO3,,,,,,,GPR146,,,,,,,,EFTUD2,,,GSK3B,,LRRTM4,,,,,,,,,,,
MT-CYB,,,,,,,GPR148,,,,,,,,EXOSC7,,,GUCY1A1,,LZTS1,,,,,,,,,,,
MT-ND1,,,,,,,GPR149,,,,,,,,SART3,,,GUCY1B1,,LZTS3,,,,,,,,,,,
MT-ND2,,,,,,,GPR15,,,,,,,,SEPTIN2,,,HABP4,,MAGI1,,,,,,,,,,,
MT-ND3,,,,,,,GPR150,,,,,,,,MAD2L1BP,,,HAP1,,MAGI3,,,,,,,,,,,
MT-ND4,,,,,,,GPR151,,,,,,,,WTAP,,,HAPLN1,,MAP1A,,,,,,,,,,,
MT-ND4L,,,,,,,GPR152,,,,,,,,PCLAF,,,HCN1,,MAP1B,,,,,,,,,,,
MT-ND5,,,,,,,GPR153,,,,,,,,NT5C,,,HCRT,,MAP1LC3A,,,,,,,,,,,
MT-ND6,,,,,,,GPR156,,,,,,,,METTL6,,,HIP1,,MAP1LC3B,,,,,,,,,,,
MTARC1,,,,,,,GPR157,,,,,,,,CELF3,,,HIP1R,,MAP2,,,,,,,,,,,
MTARC2,,,,,,,GPR158,,,,,,,,TRMT10A,,,HNRNPA0,,MARK1,,,,,,,,,,,
MTCH1,,,,,,,GPR160,,,,,,,,ZNF502,,,HNRNPA1,,MARK2,,,,,,,,,,,
MTCH2,,,,,,,GPR162,,,,,,,,WDR20,,,HNRNPA2B1,,MDGA1,,,,,,,,,,,
MTERF1,,,,,,,GPR17,,,,,,,,NDRG1,,,HNRNPA3,,MDGA2,,,,,,,,,,,
MTERF2,,,,,,,GPR171,,,,,,,,MAML1,,,HNRNPAB,,MDM2,,,,,,,,,,,
MTERF3,,,,,,,GPR173,,,,,,,,ARL3,,,HNRNPD,,MECP2,,,,,,,,,,,
MTERF4,,,,,,,GPR174,,,,,,,,TCF7,,,HNRNPDL,,MGLL,,,,,,,,,,,
MTFMT,,,,,,,GPR176,,,,,,,,FANK1,,,HNRNPF,,MIB2,,,,,,,,,,,
MTFP1,,,,,,,GPR179,,,,,,,,TAF1,,,HNRNPH1,,MINK1,,,,,,,,,,,
MTFR1,,,,,,,GPR182,,,,,,,,RAPGEF5,,,HNRNPH2,,MKLN1,,,,,,,,,,,
MTFR1L,,,,,,,GPR183,,,,,,,,DCUN1D4,,,HNRNPK,,MLF2,,,,,,,,,,,
MTFR2,,,,,,,GPR19,,,,,,,,BAP1,,,HNRNPL,,MOB4,,,,,,,,,,,
MTG1,,,,,,,GPR20,,,,,,,,SMG7,,,HNRNPLL,,MPP1,,,,,,,,,,,
MTG2,,,,,,,GPR21,,,,,,,,PIWIL2,,,HNRNPM,,MRTFA,,,,,,,,,,,
MTHFD1L,,,,,,,GPR22,,,,,,,,IER3,,,HNRNPU,,MRTFB,,,,,,,,,,,
MTHFD2,,,,,,,GPR25,,,,,,,,MDM1,,,HNRNPUL1,,MTOR,,,,,,,,,,,
MTHFD2L,,,,,,,GPR26,,,,,,,,HAPSTR2,,,HNRNPUL2,,MYO5A,,,,,,,,,,,
MTHFS,,,,,,,GPR27,,,,,,,,MT-RNR2,,,HOMER1,,MYO9A,,,,,,,,,,,
MTIF2,,,,,,,GPR3,,,,,,,,SMYD4,,,HOMER2,,NAE1,,,,,,,,,,,
MTIF3,,,,,,,GPR31,,,,,,,,TBX5,,,HOMER3,,NAPG,,,,,,,,,,,
MTO1,,,,,,,GPR32,,,,,,,,ZBTB18,,,HPCA,,NBEA,,,,,,,,,,,
MTPAP,,,,,,,GPR32P1,,,,,,,,HASPIN,,,HRAS,,NCAM1,,,,,,,,,,,
MTRES1,,,,,,,GPR33,,,,,,,,MTA2,,,HSP90AA1,,NCAN,,,,,,,,,,,
MTRF1,,,,,,,GPR34,,,,,,,,S100A13,,,HSPA8,,NCDN,,,,,,,,,,,
MTRF1L,,,,,,,GPR37L1,,,,,,,,STK17B,,,HTR1A,,NCKAP1,,,,,,,,,,,
MTX1,,,,,,,GPR39,,,,,,,,URI1,,,HTR1B,,NCKIPSD,,,,,,,,,,,
MTX2,,,,,,,GPR4,,,,,,,,RECQL5,,,HTR1D,,NECAB2,,,,,,,,,,,
MTX3,,,,,,,GPR42,,,,,,,,FRAT1,,,HTR2A,,NECAP1,,,,,,,,,,,
MUL1,,,,,,,GPR45,,,,,,,,JARID2,,,HTR3A,,NECTIN1,,,,,,,,,,,
MUTYH,,,,,,,GPR50,,,,,,,,KAT2B,,,HTR4,,NECTIN3,,,,,,,,,,,
MYG1,,,,,,,GPR52,,,,,,,,ZNF418,,,HTR5A,,NEDD4,,,,,,,,,,,
MYO19,,,,,,,GPR55,,,,,,,,TRIM22,,,HTR7,,NEDD4L,,,,,,,,,,,
NADK2,,,,,,,GPR6,,,,,,,,MPHOSPH8,,,HTT,,NEDD8,,,,,,,,,,,
NAGS,,,,,,,GPR63,,,,,,,,MPHOSPH6,,,ICAM5,,NEFL,,,,,,,,,,,
NARS2,,,,,,,GPR64,,,,,,,,DNAJC2,,,IGF1,,NEURL1,,,,,,,,,,,
NAT8L,,,,,,,GPR65,,,,,,,,TAF15,,,IGF1R,,NF1,,,,,,,,,,,
NAXD,,,,,,,GPR68,,,,,,,,N4BP2L2,,,IGSF11,,NGDN,,,,,,,,,,,
NAXE,,,,,,,GPR75,,,,,,,,RBBP5,,,IGSF21,,NGEF,,,,,,,,,,,
NBR1,,,,,,,GPR78,,,,,,,,GPER1,,,IGSF8,,NLGN1,,,,,,,,,,,
NDUFA1,,,,,,,GPR82,,,,,,,,RNPS1,,,IGSF9,,NLGN2,,,,,,,,,,,
NDUFA10,,,,,,,GPR83,,,,,,,,EYA3,,,IGSF9B,,NLGN4X,,,,,,,,,,,
NDUFA11,,,,,,,GPR84,,,,,,,,EYA1,,,IL1RAP,,NOS1AP,,,,,,,,,,,
NDUFA12,,,,,,,GPR87,,,,,,,,IQGAP1,,,IL1RAPL1,,NPTX2,,,,,,,,,,,
NDUFA13,,,,,,,GPRC5D,,,,,,,,RAC1,,,IL1RAPL2,,NPY2R,,,,,,,,,,,
NDUFA2,,,,,,,GPRC6A,,,,,,,,PTPA,,,INA,,NPY5R,,,,,,,,,,,
NDUFA3,,,,,,,GPRIN1,,,,,,,,NEDD4,,,INPP4A,,NRCAM,,,,,,,,,,,
NDUFA4,,,,,,,GRIA3,,,,,,,,S100A4,,,INSYN1,,NRG1,,,,,,,,,,,
NDUFA5,,,,,,,GRIA4,,,,,,,,DOT1L,,,INSYN2A,,NRG2,,,,,,,,,,,
NDUFA6,,,,,,,GRID1,,,,,,,,NONO,,,IQGAP1,,NRG3,,,,,,,,,,,
NDUFA7,,,,,,,GRID2,,,,,,,,STK38,,,IQSEC1,,NRGN,,,,,,,,,,,
NDUFA8,,,,,,,GRID2IP,,,,,,,,SUPV3L1,,,IQSEC2,,NRN1,,,,,,,,,,,
NDUFA9,,,,,,,GRIK1,,,,,,,,OGDH,,,IQSEC3,,NRP1,,,,,,,,,,,
NDUFAB1,,,,,,,GRIK2,,,,,,,,SH3RF2,,,ITGA2,,NRP2,,,,,,,,,,,
NDUFAF1,,,,,,,GRIK3,,,,,,,,ZC3H3,,,ITGA3,,NRXN2,,,,,,,,,,,
NDUFAF2,,,,,,,GRIK4,,,,,,,,FGFR2,,,ITGA5,,NSMF,,,,,,,,,,,
NDUFAF3,,,,,,,GRIK5,,,,,,,,GTPBP4,,,ITGA8,,NTN1,,,,,,,,,,,
NDUFAF4,,,,,,,GRIN1,,,,,,,,CAMK1D,,,ITGB1,,NTNG1,,,,,,,,,,,
NDUFAF5,,,,,,,GRIN2B,,,,,,,,IRF2BP1,,,ITGB3,,NTNG2,,,,,,,,,,,
NDUFAF6,,,,,,,GRIN2C,,,,,,,,CELF4,,,ITGB4,,NTRK2,,,,,,,,,,,
NDUFAF7,,,,,,,GRIN2D,,,,,,,,SSRP1,,,ITGB5,,NTRK3,,,,,,,,,,,
NDUFAF8,,,,,,,GRIN3A,,,,,,,,TCF12,,,ITPKA,,NUDT3,,,,,,,,,,,
NDUFB1,,,,,,,GRIN3B,,,,,,,,ARMC12,,,ITPR1,,NUFIP1,,,,,,,,,,,
NDUFB10,,,,,,,GRM1,,,,,,,,PANK2,,,ITPR3,,NUMB,,,,,,,,,,,
NDUFB11,,,,,,,GRM2,,,,,,,,ZNF341,,,ITSN1,,NUMBL,,,,,,,,,,,
NDUFB2,,,,,,,GRM3,,,,,,,,SOX10,,,JAK2,,NWD2,,,,,,,,,,,
NDUFB3,,,,,,,GRM4,,,,,,,,PCGF6,,,KALRN,,NXPH4,,,,,,,,,,,
NDUFB4,,,,,,,GRM5,,,,,,,,PER3,,,KCNA1,,OGT,,,,,,,,,,,
NDUFB5,,,,,,,GRM7,,,,,,,,GNB1L,,,KCNA2,,PABPC1,,,,,,,,,,,
NDUFB6,,,,,,,GRM8,,,,,,,,DUSP16,,,KCNA3,,PAFAH1B1,,,,,,,,,,,
NDUFB7,,,,,,,GRPR,,,,,,,,BAG6,,,KCNA4,,PAK1,,,,,,,,,,,
